period,stock_code,start_date,end_date
2022-05-09,WSKT,2022-05-09,2022-06-08
2022-06-08,ADRO,2022-06-08,2022-08-01
2022-06-08,AMRT,2022-06-08,2022-08-01
2022-06-08,ANTM,2022-06-08,2022-08-01
2022-06-08,ASII,2022-06-08,2022-08-01
2022-06-08,BBCA,2022-06-08,2022-08-01
2022-06-08,BBNI,2022-06-08,2022-08-01
2022-06-08,BBRI,2022-06-08,2022-08-01
2022-06-08,BBTN,2022-06-08,2022-08-01
2022-06-08,BFIN,2022-06-08,2022-08-01
2022-06-08,BMRI,2022-06-08,2022-08-01
2022-06-08,BRPT,2022-06-08,2022-08-01
2022-06-08,BUKA,2022-06-08,2022-08-01
2022-06-08,CPIN,2022-06-08,2022-08-01
2022-06-08,EMTK,2022-06-08,2022-08-01
2022-06-08,ERAA,2022-06-08,2022-08-01
2022-06-08,EXCL,2022-06-08,2022-08-01
2022-06-08,GGRM,2022-06-08,2022-08-01
2022-06-08,GOTO,2022-06-08,2022-08-01
2022-06-08,HMSP,2022-06-08,2022-08-01
2022-06-08,HRUM,2022-06-08,2022-08-01
2022-06-08,ICBP,2022-06-08,2022-08-01
2022-06-08,INCO,2022-06-08,2022-08-01
2022-06-08,INDF,2022-06-08,2022-08-01
2022-06-08,INKP,2022-06-08,2022-08-01
2022-06-08,INTP,2022-06-08,2022-08-01
2022-06-08,ITMG,2022-06-08,2022-08-01
2022-06-08,JPFA,2022-06-08,2022-08-01
2022-06-08,KLBF,2022-06-08,2022-08-01
2022-06-08,MDKA,2022-06-08,2022-08-01
2022-06-08,MEDC,2022-06-08,2022-08-01
2022-06-08,MIKA,2022-06-08,2022-08-01
2022-06-08,MNCN,2022-06-08,2022-08-01
2022-06-08,PGAS,2022-06-08,2022-08-01
2022-06-08,PTBA,2022-06-08,2022-08-01
2022-06-08,PTPP,2022-06-08,2022-08-01
2022-06-08,SMGR,2022-06-08,2022-08-01
2022-06-08,TBIG,2022-06-08,2022-08-01
2022-06-08,TINS,2022-06-08,2022-08-01
2022-06-08,TKIM,2022-06-08,2022-08-01
2022-06-08,TLKM,2022-06-08,2022-08-01
2022-06-08,TOWR,2022-06-08,2022-08-01
2022-06-08,TPIA,2022-06-08,2022-08-01
2022-06-08,UNTR,2022-06-08,2022-08-01
2022-06-08,UNVR,2022-06-08,2022-08-01
2022-06-08,WIKA,2022-06-08,2022-08-01
2022-08-01,ADRO,2022-08-01,2022-11-01
2022-08-01,AMRT,2022-08-01,2022-11-01
2022-08-01,ANTM,2022-08-01,2022-11-01
2022-08-01,ARTO,2022-08-01,2022-11-01
2022-08-01,ASII,2022-08-01,2022-11-01
2022-08-01,BBCA,2022-08-01,2022-11-01
2022-08-01,BBNI,2022-08-01,2022-11-01
2022-08-01,BBRI,2022-08-01,2022-11-01
2022-08-01,BBTN,2022-08-01,2022-11-01
2022-08-01,BFIN,2022-08-01,2022-11-01
2022-08-01,BMRI,2022-08-01,2022-11-01
2022-08-01,BRIS,2022-08-01,2022-11-01
2022-08-01,BRPT,2022-08-01,2022-11-01
2022-08-01,BUKA,2022-08-01,2022-11-01
2022-08-01,CPIN,2022-08-01,2022-11-01
2022-08-01,EMTK,2022-08-01,2022-11-01
2022-08-01,ERAA,2022-08-01,2022-11-01
2022-08-01,EXCL,2022-08-01,2022-11-01
2022-08-01,GOTO,2022-08-01,2022-11-01
2022-08-01,HMSP,2022-08-01,2022-11-01
2022-08-01,HRUM,2022-08-01,2022-11-01
2022-08-01,ICBP,2022-08-01,2022-11-01
2022-08-01,INCO,2022-08-01,2022-11-01
2022-08-01,INDF,2022-08-01,2022-11-01
2022-08-01,INDY,2022-08-01,2022-11-01
2022-08-01,INKP,2022-08-01,2022-11-01
2022-08-01,INTP,2022-08-01,2022-11-01
2022-08-01,ITMG,2022-08-01,2022-11-01
2022-08-01,JPFA,2022-08-01,2022-11-01
2022-08-01,KLBF,2022-08-01,2022-11-01
2022-08-01,MDKA,2022-08-01,2022-11-01
2022-08-01,MEDC,2022-08-01,2022-11-01
2022-08-01,MIKA,2022-08-01,2022-11-01
2022-08-01,MNCN,2022-08-01,2022-11-01
2022-08-01,PGAS,2022-08-01,2022-11-01
2022-08-01,PTBA,2022-08-01,2022-11-01
2022-08-01,SMGR,2022-08-01,2022-11-01
2022-08-01,TBIG,2022-08-01,2022-11-01
2022-08-01,TINS,2022-08-01,2022-11-01
2022-08-01,TLKM,2022-08-01,2022-11-01
2022-08-01,TOWR,2022-08-01,2022-11-01
2022-08-01,TPIA,2022-08-01,2022-11-01
2022-08-01,UNTR,2022-08-01,2022-11-01
2022-08-01,UNVR,2022-08-01,2022-11-01
2022-08-01,WIKA,2022-08-01,2022-11-01
2022-11-01,ADRO,2022-11-01,2023-02-01
2022-11-01,AMRT,2022-11-01,2023-02-01
2022-11-01,ANTM,2022-11-01,2023-02-01
2022-11-01,ARTO,2022-11-01,2023-02-01
2022-11-01,ASII,2022-11-01,2023-02-01
2022-11-01,BBCA,2022-11-01,2023-02-01
2022-11-01,BBNI,2022-11-01,2023-02-01
2022-11-01,BBRI,2022-11-01,2023-02-01
2022-11-01,BBTN,2022-11-01,2023-02-01
2022-11-01,BFIN,2022-11-01,2023-02-01
2022-11-01,BMRI,2022-11-01,2023-02-01
2022-11-01,BRIS,2022-11-01,2023-02-01
2022-11-01,BRPT,2022-11-01,2023-02-01
2022-11-01,BUKA,2022-11-01,2023-02-01
2022-11-01,CPIN,2022-11-01,2023-02-01
2022-11-01,EMTK,2022-11-01,2023-02-01
2022-11-01,ERAA,2022-11-01,2023-02-01
2022-11-01,EXCL,2022-11-01,2023-02-01
2022-11-01,GOTO,2022-11-01,2023-02-01
2022-11-01,HMSP,2022-11-01,2023-02-01
2022-11-01,HRUM,2022-11-01,2023-02-01
2022-11-01,ICBP,2022-11-01,2023-02-01
2022-11-01,INCO,2022-11-01,2023-02-01
2022-11-01,INDF,2022-11-01,2023-02-01
2022-11-01,INDY,2022-11-01,2023-02-01
2022-11-01,INKP,2022-11-01,2023-02-01
2022-11-01,INTP,2022-11-01,2023-02-01
2022-11-01,ITMG,2022-11-01,2023-02-01
2022-11-01,JPFA,2022-11-01,2023-02-01
2022-11-01,KLBF,2022-11-01,2023-02-01
2022-11-01,MDKA,2022-11-01,2023-02-01
2022-11-01,MEDC,2022-11-01,2023-02-01
2022-11-01,MIKA,2022-11-01,2023-02-01
2022-11-01,MNCN,2022-11-01,2023-02-01
2022-11-01,PGAS,2022-11-01,2023-02-01
2022-11-01,PTBA,2022-11-01,2023-02-01
2022-11-01,SMGR,2022-11-01,2023-02-01
2022-11-01,TBIG,2022-11-01,2023-02-01
2022-11-01,TINS,2022-11-01,2023-02-01
2022-11-01,TLKM,2022-11-01,2023-02-01
2022-11-01,TOWR,2022-11-01,2023-02-01
2022-11-01,TPIA,2022-11-01,2023-02-01
2022-11-01,UNTR,2022-11-01,2023-02-01
2022-11-01,UNVR,2022-11-01,2023-02-01
2022-11-01,WIKA,2022-11-01,2023-02-01
2023-02-01,ACES,2023-02-01,2023-05-01
2023-02-01,ADRO,2023-02-01,2023-05-01
2023-02-01,AKRA,2023-02-01,2023-05-01
2023-02-01,AMRT,2023-02-01,2023-05-01
2023-02-01,ANTM,2023-02-01,2023-05-01
2023-02-01,ARTO,2023-02-01,2023-05-01
2023-02-01,ASII,2023-02-01,2023-05-01
2023-02-01,BBCA,2023-02-01,2023-05-01
2023-02-01,BBNI,2023-02-01,2023-05-01
2023-02-01,BBRI,2023-02-01,2023-05-01
2023-02-01,BBTN,2023-02-01,2023-05-01
2023-02-01,BMRI,2023-02-01,2023-05-01
2023-02-01,BRIS,2023-02-01,2023-05-01
2023-02-01,BRPT,2023-02-01,2023-05-01
2023-02-01,BUKA,2023-02-01,2023-05-01
2023-02-01,CPIN,2023-02-01,2023-05-01
2023-02-01,EMTK,2023-02-01,2023-05-01
2023-02-01,ESSA,2023-02-01,2023-05-01
2023-02-01,EXCL,2023-02-01,2023-05-01
2023-02-01,GOTO,2023-02-01,2023-05-01
2023-02-01,HRUM,2023-02-01,2023-05-01
2023-02-01,ICBP,2023-02-01,2023-05-01
2023-02-01,INCO,2023-02-01,2023-05-01
2023-02-01,INDF,2023-02-01,2023-05-01
2023-02-01,INDY,2023-02-01,2023-05-01
2023-02-01,INKP,2023-02-01,2023-05-01
2023-02-01,INTP,2023-02-01,2023-05-01
2023-02-01,ITMG,2023-02-01,2023-05-01
2023-02-01,JPFA,2023-02-01,2023-05-01
2023-02-01,KLBF,2023-02-01,2023-05-01
2023-02-01,MDKA,2023-02-01,2023-05-01
2023-02-01,MEDC,2023-02-01,2023-05-01
2023-02-01,PGAS,2023-02-01,2023-05-01
2023-02-01,PTBA,2023-02-01,2023-05-01
2023-02-01,SCMA,2023-02-01,2023-05-01
2023-02-01,SIDO,2023-02-01,2023-05-01
2023-02-01,SMGR,2023-02-01,2023-05-01
2023-02-01,SRTG,2023-02-01,2023-05-01
2023-02-01,TBIG,2023-02-01,2023-05-01
2023-02-01,TINS,2023-02-01,2023-05-01
2023-02-01,TLKM,2023-02-01,2023-05-01
2023-02-01,TOWR,2023-02-01,2023-05-01
2023-02-01,TPIA,2023-02-01,2023-05-01
2023-02-01,UNTR,2023-02-01,2023-05-01
2023-02-01,UNVR,2023-02-01,2023-05-01
2023-05-01,ACES,2023-05-01,2023-08-01
2023-05-01,ADRO,2023-05-01,2023-08-01
2023-05-01,AKRA,2023-05-01,2023-08-01
2023-05-01,AMRT,2023-05-01,2023-08-01
2023-05-01,ANTM,2023-05-01,2023-08-01
2023-05-01,ARTO,2023-05-01,2023-08-01
2023-05-01,ASII,2023-05-01,2023-08-01
2023-05-01,BBCA,2023-05-01,2023-08-01
2023-05-01,BBNI,2023-05-01,2023-08-01
2023-05-01,BBRI,2023-05-01,2023-08-01
2023-05-01,BBTN,2023-05-01,2023-08-01
2023-05-01,BMRI,2023-05-01,2023-08-01
2023-05-01,BRIS,2023-05-01,2023-08-01
2023-05-01,BRPT,2023-05-01,2023-08-01
2023-05-01,BUKA,2023-05-01,2023-08-01
2023-05-01,CPIN,2023-05-01,2023-08-01
2023-05-01,EMTK,2023-05-01,2023-08-01
2023-05-01,ESSA,2023-05-01,2023-08-01
2023-05-01,EXCL,2023-05-01,2023-08-01
2023-05-01,GOTO,2023-05-01,2023-08-01
2023-05-01,HRUM,2023-05-01,2023-08-01
2023-05-01,ICBP,2023-05-01,2023-08-01
2023-05-01,INCO,2023-05-01,2023-08-01
2023-05-01,INDF,2023-05-01,2023-08-01
2023-05-01,INDY,2023-05-01,2023-08-01
2023-05-01,INKP,2023-05-01,2023-08-01
2023-05-01,INTP,2023-05-01,2023-08-01
2023-05-01,ITMG,2023-05-01,2023-08-01
2023-05-01,JPFA,2023-05-01,2023-08-01
2023-05-01,KLBF,2023-05-01,2023-08-01
2023-05-01,MDKA,2023-05-01,2023-08-01
2023-05-01,MEDC,2023-05-01,2023-08-01
2023-05-01,PGAS,2023-05-01,2023-08-01
2023-05-01,PTBA,2023-05-01,2023-08-01
2023-05-01,SCMA,2023-05-01,2023-08-01
2023-05-01,SIDO,2023-05-01,2023-08-01
2023-05-01,SMGR,2023-05-01,2023-08-01
2023-05-01,SRTG,2023-05-01,2023-08-01
2023-05-01,TBIG,2023-05-01,2023-08-01
2023-05-01,TINS,2023-05-01,2023-08-01
2023-05-01,TLKM,2023-05-01,2023-08-01
2023-05-01,TOWR,2023-05-01,2023-08-01
2023-05-01,TPIA,2023-05-01,2023-08-01
2023-05-01,UNTR,2023-05-01,2023-08-01
2023-05-01,UNVR,2023-05-01,2023-08-01
2023-08-01,ACES,2023-08-01,2023-11-01
2023-08-01,ADRO,2023-08-01,2023-11-01
2023-08-01,AKRA,2023-08-01,2023-11-01
2023-08-01,AMRT,2023-08-01,2023-11-01
2023-08-01,ANTM,2023-08-01,2023-11-01
2023-08-01,ARTO,2023-08-01,2023-11-01
2023-08-01,ASII,2023-08-01,2023-11-01
2023-08-01,BBCA,2023-08-01,2023-11-01
2023-08-01,BBNI,2023-08-01,2023-11-01
2023-08-01,BBRI,2023-08-01,2023-11-01
2023-08-01,BBTN,2023-08-01,2023-11-01
2023-08-01,BMRI,2023-08-01,2023-11-01
2023-08-01,BRIS,2023-08-01,2023-11-01
2023-08-01,BRPT,2023-08-01,2023-11-01
2023-08-01,BUKA,2023-08-01,2023-11-01
2023-08-01,CPIN,2023-08-01,2023-11-01
2023-08-01,EMTK,2023-08-01,2023-11-01
2023-08-01,ESSA,2023-08-01,2023-11-01
2023-08-01,EXCL,2023-08-01,2023-11-01
2023-08-01,GGRM,2023-08-01,2023-11-01
2023-08-01,GOTO,2023-08-01,2023-11-01
2023-08-01,HRUM,2023-08-01,2023-11-01
2023-08-01,ICBP,2023-08-01,2023-11-01
2023-08-01,INCO,2023-08-01,2023-11-01
2023-08-01,INDF,2023-08-01,2023-11-01
2023-08-01,INDY,2023-08-01,2023-11-01
2023-08-01,INKP,2023-08-01,2023-11-01
2023-08-01,INTP,2023-08-01,2023-11-01
2023-08-01,ITMG,2023-08-01,2023-11-01
2023-08-01,KLBF,2023-08-01,2023-11-01
2023-08-01,MAPI,2023-08-01,2023-11-01
2023-08-01,MDKA,2023-08-01,2023-11-01
2023-08-01,MEDC,2023-08-01,2023-11-01
2023-08-01,PGAS,2023-08-01,2023-11-01
2023-08-01,PTBA,2023-08-01,2023-11-01
2023-08-01,SCMA,2023-08-01,2023-11-01
2023-08-01,SIDO,2023-08-01,2023-11-01
2023-08-01,SMGR,2023-08-01,2023-11-01
2023-08-01,SRTG,2023-08-01,2023-11-01
2023-08-01,TBIG,2023-08-01,2023-11-01
2023-08-01,TLKM,2023-08-01,2023-11-01
2023-08-01,TOWR,2023-08-01,2023-11-01
2023-08-01,TPIA,2023-08-01,2023-11-01
2023-08-01,UNTR,2023-08-01,2023-11-01
2023-08-01,UNVR,2023-08-01,2023-11-01
2023-11-01,ACES,2023-11-01,2024-02-01
2023-11-01,ADRO,2023-11-01,2024-02-01
2023-11-01,AKRA,2023-11-01,2024-02-01
2023-11-01,AMRT,2023-11-01,2024-02-01
2023-11-01,ANTM,2023-11-01,2024-02-01
2023-11-01,ARTO,2023-11-01,2024-02-01
2023-11-01,ASII,2023-11-01,2024-02-01
2023-11-01,BBCA,2023-11-01,2024-02-01
2023-11-01,BBNI,2023-11-01,2024-02-01
2023-11-01,BBRI,2023-11-01,2024-02-01
2023-11-01,BBTN,2023-11-01,2024-02-01
2023-11-01,BMRI,2023-11-01,2024-02-01
2023-11-01,BRIS,2023-11-01,2024-02-01
2023-11-01,BRPT,2023-11-01,2024-02-01
2023-11-01,BUKA,2023-11-01,2024-02-01
2023-11-01,CPIN,2023-11-01,2024-02-01
2023-11-01,EMTK,2023-11-01,2024-02-01
2023-11-01,ESSA,2023-11-01,2024-02-01
2023-11-01,EXCL,2023-11-01,2024-02-01
2023-11-01,GGRM,2023-11-01,2024-02-01
2023-11-01,GOTO,2023-11-01,2024-02-01
2023-11-01,HRUM,2023-11-01,2024-02-01
2023-11-01,ICBP,2023-11-01,2024-02-01
2023-11-01,INCO,2023-11-01,2024-02-01
2023-11-01,INDF,2023-11-01,2024-02-01
2023-11-01,INDY,2023-11-01,2024-02-01
2023-11-01,INKP,2023-11-01,2024-02-01
2023-11-01,INTP,2023-11-01,2024-02-01
2023-11-01,ITMG,2023-11-01,2024-02-01
2023-11-01,KLBF,2023-11-01,2024-02-01
2023-11-01,MAPI,2023-11-01,2024-02-01
2023-11-01,MDKA,2023-11-01,2024-02-01
2023-11-01,MEDC,2023-11-01,2024-02-01
2023-11-01,PGAS,2023-11-01,2024-02-01
2023-11-01,PTBA,2023-11-01,2024-02-01
2023-11-01,SCMA,2023-11-01,2024-02-01
2023-11-01,SIDO,2023-11-01,2024-02-01
2023-11-01,SMGR,2023-11-01,2024-02-01
2023-11-01,SRTG,2023-11-01,2024-02-01
2023-11-01,TBIG,2023-11-01,2024-02-01
2023-11-01,TLKM,2023-11-01,2024-02-01
2023-11-01,TOWR,2023-11-01,2024-02-01
2023-11-01,TPIA,2023-11-01,2024-02-01
2023-11-01,UNTR,2023-11-01,2024-02-01
2023-11-01,UNVR,2023-11-01,2024-02-01
2024-02-01,ACES,2024-02-01,2024-05-02
2024-02-01,ADRO,2024-02-01,2024-05-02
2024-02-01,AKRA,2024-02-01,2024-05-02
2024-02-01,AMRT,2024-02-01,2024-05-02
2024-02-01,ANTM,2024-02-01,2024-05-02
2024-02-01,ARTO,2024-02-01,2024-05-02
2024-02-01,ASII,2024-02-01,2024-05-02
2024-02-01,BBCA,2024-02-01,2024-05-02
2024-02-01,BBNI,2024-02-01,2024-05-02
2024-02-01,BBRI,2024-02-01,2024-05-02
2024-02-01,BBTN,2024-02-01,2024-05-02
2024-02-01,BMRI,2024-02-01,2024-05-02
2024-02-01,BRIS,2024-02-01,2024-05-02
2024-02-01,BRPT,2024-02-01,2024-05-02
2024-02-01,BUKA,2024-02-01,2024-05-02
2024-02-01,CPIN,2024-02-01,2024-05-02
2024-02-01,EMTK,2024-02-01,2024-05-02
2024-02-01,ESSA,2024-02-01,2024-05-02
2024-02-01,EXCL,2024-02-01,2024-05-02
2024-02-01,GGRM,2024-02-01,2024-05-02
2024-02-01,GOTO,2024-02-01,2024-05-02
2024-02-01,HRUM,2024-02-01,2024-05-02
2024-02-01,ICBP,2024-02-01,2024-05-02
2024-02-01,INCO,2024-02-01,2024-05-02
2024-02-01,INDF,2024-02-01,2024-05-02
2024-02-01,INKP,2024-02-01,2024-05-02
2024-02-01,INTP,2024-02-01,2024-05-02
2024-02-01,ITMG,2024-02-01,2024-05-02
2024-02-01,KLBF,2024-02-01,2024-05-02
2024-02-01,MAPI,2024-02-01,2024-05-02
2024-02-01,MBMA,2024-02-01,2024-05-02
2024-02-01,MDKA,2024-02-01,2024-05-02
2024-02-01,MEDC,2024-02-01,2024-05-02
2024-02-01,MTEL,2024-02-01,2024-05-02
2024-02-01,PGAS,2024-02-01,2024-05-02
2024-02-01,PGEO,2024-02-01,2024-05-02
2024-02-01,PTBA,2024-02-01,2024-05-02
2024-02-01,PTMP,2024-02-01,2024-05-02
2024-02-01,SIDO,2024-02-01,2024-05-02
2024-02-01,SMGR,2024-02-01,2024-05-02
2024-02-01,SRTG,2024-02-01,2024-05-02
2024-02-01,TLKM,2024-02-01,2024-05-02
2024-02-01,TOWR,2024-02-01,2024-05-02
2024-02-01,UNTR,2024-02-01,2024-05-02
2024-02-01,UNVR,2024-02-01,2024-05-02
2024-05-02,ACES,2024-05-02,2024-08-01
2024-05-02,ADRO,2024-05-02,2024-08-01
2024-05-02,AKRA,2024-05-02,2024-08-01
2024-05-02,AMMN,2024-05-02,2024-08-01
2024-05-02,AMRT,2024-05-02,2024-08-01
2024-05-02,ANTM,2024-05-02,2024-08-01
2024-05-02,ARTO,2024-05-02,2024-08-01
2024-05-02,ASII,2024-05-02,2024-08-01
2024-05-02,BBCA,2024-05-02,2024-08-01
2024-05-02,BBNI,2024-05-02,2024-08-01
2024-05-02,BBRI,2024-05-02,2024-08-01
2024-05-02,BBTN,2024-05-02,2024-08-01
2024-05-02,BMRI,2024-05-02,2024-08-01
2024-05-02,BRIS,2024-05-02,2024-08-01
2024-05-02,BRPT,2024-05-02,2024-08-01
2024-05-02,BUKA,2024-05-02,2024-08-01
2024-05-02,CPIN,2024-05-02,2024-08-01
2024-05-02,ESSA,2024-05-02,2024-08-01
2024-05-02,EXCL,2024-05-02,2024-08-01
2024-05-02,GGRM,2024-05-02,2024-08-01
2024-05-02,GOTO,2024-05-02,2024-08-01
2024-05-02,HRUM,2024-05-02,2024-08-01
2024-05-02,ICBP,2024-05-02,2024-08-01
2024-05-02,INCO,2024-05-02,2024-08-01
2024-05-02,INDF,2024-05-02,2024-08-01
2024-05-02,INKP,2024-05-02,2024-08-01
2024-05-02,INTP,2024-05-02,2024-08-01
2024-05-02,ISAT,2024-05-02,2024-08-01
2024-05-02,ITMG,2024-05-02,2024-08-01
2024-05-02,KLBF,2024-05-02,2024-08-01
2024-05-02,MAPI,2024-05-02,2024-08-01
2024-05-02,MBMA,2024-05-02,2024-08-01
2024-05-02,MDKA,2024-05-02,2024-08-01
2024-05-02,MEDC,2024-05-02,2024-08-01
2024-05-02,MTEL,2024-05-02,2024-08-01
2024-05-02,PGAS,2024-05-02,2024-08-01
2024-05-02,PGEO,2024-05-02,2024-08-01
2024-05-02,PTBA,2024-05-02,2024-08-01
2024-05-02,SIDO,2024-05-02,2024-08-01
2024-05-02,SMGR,2024-05-02,2024-08-01
2024-05-02,SRTG,2024-05-02,2024-08-01
2024-05-02,TLKM,2024-05-02,2024-08-01
2024-05-02,TOWR,2024-05-02,2024-08-01
2024-05-02,UNTR,2024-05-02,2024-08-01
2024-05-02,UNVR,2024-05-02,2024-08-01
2024-08-01,ACES,2024-08-01,2024-11-01
2024-08-01,ADRO,2024-08-01,2024-11-01
2024-08-01,AKRA,2024-08-01,2024-11-01
2024-08-01,AMMN,2024-08-01,2024-11-01
2024-08-01,AMRT,2024-08-01,2024-11-01
2024-08-01,ANTM,2024-08-01,2024-11-01
2024-08-01,ARTO,2024-08-01,2024-11-01
2024-08-01,ASII,2024-08-01,2024-11-01
2024-08-01,BBCA,2024-08-01,2024-11-01
2024-08-01,BBNI,2024-08-01,2024-11-01
2024-08-01,BBRI,2024-08-01,2024-11-01
2024-08-01,BBTN,2024-08-01,2024-11-01
2024-08-01,BMRI,2024-08-01,2024-11-01
2024-08-01,BRIS,2024-08-01,2024-11-01
2024-08-01,BRPT,2024-08-01,2024-11-01
2024-08-01,BUKA,2024-08-01,2024-11-01
2024-08-01,CPIN,2024-08-01,2024-11-01
2024-08-01,ESSA,2024-08-01,2024-11-01
2024-08-01,EXCL,2024-08-01,2024-11-01
2024-08-01,GGRM,2024-08-01,2024-11-01
2024-08-01,GOTO,2024-08-01,2024-11-01
2024-08-01,HRUM,2024-08-01,2024-11-01
2024-08-01,ICBP,2024-08-01,2024-11-01
2024-08-01,INCO,2024-08-01,2024-11-01
2024-08-01,INDF,2024-08-01,2024-11-01
2024-08-01,INKP,2024-08-01,2024-11-01
2024-08-01,INTP,2024-08-01,2024-11-01
2024-08-01,ISAT,2024-08-01,2024-11-01
2024-08-01,ITMG,2024-08-01,2024-11-01
2024-08-01,JSMR,2024-08-01,2024-11-01
2024-08-01,KLBF,2024-08-01,2024-11-01
2024-08-01,MAPI,2024-08-01,2024-11-01
2024-08-01,MBMA,2024-08-01,2024-11-01
2024-08-01,MDKA,2024-08-01,2024-11-01
2024-08-01,MEDC,2024-08-01,2024-11-01
2024-08-01,MTEL,2024-08-01,2024-11-01
2024-08-01,PGAS,2024-08-01,2024-11-01
2024-08-01,PGEO,2024-08-01,2024-11-01
2024-08-01,PTBA,2024-08-01,2024-11-01
2024-08-01,SIDO,2024-08-01,2024-11-01
2024-08-01,SMGR,2024-08-01,2024-11-01
2024-08-01,TLKM,2024-08-01,2024-11-01
2024-08-01,TOWR,2024-08-01,2024-11-01
2024-08-01,UNTR,2024-08-01,2024-11-01
2024-08-01,UNVR,2024-08-01,2024-11-01
2024-11-01,ACES,2024-11-01,2025-01-31
2024-11-01,ADMR,2024-11-01,2025-01-31
2024-11-01,ADRO,2024-11-01,2025-01-31
2024-11-01,AKRA,2024-11-01,2025-01-31
2024-11-01,AMMN,2024-11-01,2025-01-31
2024-11-01,AMRT,2024-11-01,2025-01-31
2024-11-01,ANTM,2024-11-01,2025-01-31
2024-11-01,ARTO,2024-11-01,2025-01-31
2024-11-01,ASII,2024-11-01,2025-01-31
2024-11-01,BBCA,2024-11-01,2025-01-31
2024-11-01,BBNI,2024-11-01,2025-01-31
2024-11-01,BBRI,2024-11-01,2025-01-31
2024-11-01,BBTN,2024-11-01,2025-01-31
2024-11-01,BMRI,2024-11-01,2025-01-31
2024-11-01,BRIS,2024-11-01,2025-01-31
2024-11-01,BRPT,2024-11-01,2025-01-31
2024-11-01,BUKA,2024-11-01,2025-01-31
2024-11-01,CPIN,2024-11-01,2025-01-31
2024-11-01,ESSA,2024-11-01,2025-01-31
2024-11-01,EXCL,2024-11-01,2025-01-31
2024-11-01,GOTO,2024-11-01,2025-01-31
2024-11-01,ICBP,2024-11-01,2025-01-31
2024-11-01,INCO,2024-11-01,2025-01-31
2024-11-01,INDF,2024-11-01,2025-01-31
2024-11-01,INKP,2024-11-01,2025-01-31
2024-11-01,INTP,2024-11-01,2025-01-31
2024-11-01,ISAT,2024-11-01,2025-01-31
2024-11-01,ITMG,2024-11-01,2025-01-31
2024-11-01,JSMR,2024-11-01,2025-01-31
2024-11-01,KLBF,2024-11-01,2025-01-31
2024-11-01,MAPI,2024-11-01,2025-01-31
2024-11-01,MBMA,2024-11-01,2025-01-31
2024-11-01,MDKA,2024-11-01,2025-01-31
2024-11-01,MEDC,2024-11-01,2025-01-31
2024-11-01,MTEL,2024-11-01,2025-01-31
2024-11-01,PGAS,2024-11-01,2025-01-31
2024-11-01,PGEO,2024-11-01,2025-01-31
2024-11-01,PTBA,2024-11-01,2025-01-31
2024-11-01,SIDO,2024-11-01,2025-01-31
2024-11-01,SMGR,2024-11-01,2025-01-31
2024-11-01,SMRA,2024-11-01,2025-01-31
2024-11-01,TLKM,2024-11-01,2025-01-31
2024-11-01,TOWR,2024-11-01,2025-01-31
2024-11-01,UNTR,2024-11-01,2025-01-31
2024-11-01,UNVR,2024-11-01,2025-01-31
